date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:44	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/jquery-3.3.1.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/jquery-3.3.1.min.js	(from https://medical.alsehha.gov.sa/)
19:27:45	37051/37051	---M-Z	200	added ('OK')	application/javascript	etag:%22973b906990c0d61:0%22	https://medical.alsehha.gov.sa/js/bootstrap.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/bootstrap.min.js	(from https://medical.alsehha.gov.sa/)
19:27:45	23264/23264	---M-Z	200	added ('OK')	application/javascript	etag:%2247239c6990c0d61:0%22	https://medical.alsehha.gov.sa/js/jquery.validate.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/jquery.validate.min.js	(from https://medical.alsehha.gov.sa/)
19:27:46	18467/18467	---M-Z	200	added ('OK')	application/javascript	etag:%22973b906990c0d61:0%22	https://medical.alsehha.gov.sa/js/additional-methods.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/additional-methods.min.js	(from https://medical.alsehha.gov.sa/)
19:27:46	1720/1720	---M-Z	200	added ('OK')	application/javascript	etag:%22ff849e6990c0d61:0%22	https://medical.alsehha.gov.sa/js/validation_messages_ar.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/validation_messages_ar.js	(from https://medical.alsehha.gov.sa/)
19:27:46	9569/9569	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/jquery.blockui.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/jquery.blockui.min.js	(from https://medical.alsehha.gov.sa/)
19:27:47	9288/9288	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/chk.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/chk.min.js	(from https://medical.alsehha.gov.sa/)
19:27:48	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfont3e6e.eot	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:48	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.eot?	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfontd41d.eot	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:48	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfont3e6e.woff2	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:49	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfont3e6e.woff	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:49	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfont3e6e.ttf	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:50	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/fontawesome-webfont3e6e.svg	(from https://medical.alsehha.gov.sa/css/font-awesome.min.css)
19:27:50	81224/81224	---M--	200	added ('OK')	application/octet-stream	etag:%221788b6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/DroidKufi-Regular.ttf	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/DroidKufi-Regular.ttf	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:50	81430/81430	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788b6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/DroidKufi-Regular.eot	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/DroidKufi-Regular.eot	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.eot	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.eot	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.eot?	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regulard41d.eot	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:53	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.woff2	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.woff2	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:53	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.woff	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.woff	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:53	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.ttf	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.ttf	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:54	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%22ffd98d6990c0d61:0%22	https://medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.svg	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/fonts/glyphicons-halflings-regular.svg	(from https://medical.alsehha.gov.sa/css/bootstrap-rtl.css)
19:27:54	21371/21371	---M--	200	added ('OK')	image/png	etag:%22973b906990c0d61:0%22	https://medical.alsehha.gov.sa/images/tweed.png	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/images/tweed.png	(from https://medical.alsehha.gov.sa/css/style.css)
19:27:55	4788/4788	---M-Z	200	added ('OK')	text/css	etag:%22bb4866990c0d61:0%22	https://medical.alsehha.gov.sa/css/jquery.calendars.picker.css	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/css/jquery.calendars.picker.css	(from https://medical.alsehha.gov.sa/create)
19:27:55	18088/18088	---M-Z	200	added ('OK')	text/css	etag:%22c215896990c0d61:0%22	https://medical.alsehha.gov.sa/css/select2.css	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/css/select2.css	(from https://medical.alsehha.gov.sa/create)
19:27:56	24101/24101	---M-Z	200	added ('OK')	text/css	etag:%22c215896990c0d61:0%22	https://medical.alsehha.gov.sa/css/select2-bootstrap.css	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/css/select2-bootstrap.css	(from https://medical.alsehha.gov.sa/create)
19:27:56	35943/35943	---M-Z	200	added ('OK')	text/css	etag:%221788b6990c0d61:0%22	https://medical.alsehha.gov.sa/css/sweetalert2.css	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/css/sweetalert2.css	(from https://medical.alsehha.gov.sa/create)
19:27:57	5947/5947	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Oct%202022%2016:27:57%20GMT	https://medical.alsehha.gov.sa/captcha/flat?V7CoFfeI	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/captcha/flat52af.png	(from https://medical.alsehha.gov.sa/create)
19:27:57	75004/75004	---M-Z	200	added ('OK')	application/javascript	etag:%2247239c6990c0d61:0%22	https://medical.alsehha.gov.sa/js/select2.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/select2.min.js	(from https://medical.alsehha.gov.sa/create)
19:27:58	889/889	---M-Z	200	added ('OK')	application/javascript	etag:%2247239c6990c0d61:0%22	https://medical.alsehha.gov.sa/js/select2_ar.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/select2_ar.js	(from https://medical.alsehha.gov.sa/create)
19:27:58	33382/33382	---M-Z	200	added ('OK')	application/javascript	etag:%22ff849e6990c0d61:0%22	https://medical.alsehha.gov.sa/js/sweetalert2.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/sweetalert2.min.js	(from https://medical.alsehha.gov.sa/create)
19:27:58	3400/3400	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.plugin.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.plugin.min.js	(from https://medical.alsehha.gov.sa/create)
19:27:59	10900/10900	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars.min.js	(from https://medical.alsehha.gov.sa/create)
19:27:59	5287/5287	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars.plus.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars.plus.min.js	(from https://medical.alsehha.gov.sa/create)
19:27:59	31060/31060	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars.picker.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars.picker.min.js	(from https://medical.alsehha.gov.sa/create)
19:28:00	1216/1216	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars.picker-ar.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars.picker-ar.js	(from https://medical.alsehha.gov.sa/create)
19:28:00	1267/1267	---M-Z	200	added ('OK')	application/javascript	etag:%22973b906990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars-ar-EG.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars-ar-EG.js	(from https://medical.alsehha.gov.sa/create)
19:28:01	21445/21445	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/calendar/jquery.calendars.ummalqura.min.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/calendar/jquery.calendars.ummalqura.min.js	(from https://medical.alsehha.gov.sa/create)
19:28:01	3271/3271	---M-Z	200	added ('OK')	application/javascript	etag:%22ff849e6990c0d61:0%22	https://medical.alsehha.gov.sa/js/validation.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/validation.js	(from https://medical.alsehha.gov.sa/create)
19:28:01	6189/6189	---M-Z	200	added ('OK')	application/javascript	etag:%2247239c6990c0d61:0%22	https://medical.alsehha.gov.sa/js/script.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/script.js	(from https://medical.alsehha.gov.sa/create)
19:28:02	3721/3721	---M-Z	200	added ('OK')	text/css	etag:%221788b6990c0d61:0%22	https://medical.alsehha.gov.sa/css/timeline.css	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/css/timeline.css	(from https://medical.alsehha.gov.sa/check)
19:28:02	541803/541803	---MCZ	200	added ('OK')	application/javascript	etag:%2247239c6990c0d61:0%22	https://medical.alsehha.gov.sa/js/moment-with-locales.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/moment-with-locales.js	(from https://medical.alsehha.gov.sa/check)
19:28:03	884/884	---MC-	200	added ('OK')	text/javascript	date:Fri,%2007%20Oct%202022%2016:28:03%20GMT	https://www.google.com/recaptcha/api.js?render=6LciZMcUAAAAAFwpTt3AM09rupYrjcdtb7Df7pSb	C:/Users/abood/Desktop/TALAL%20pr/www.google.com/recaptcha/apif5d4.js	(from https://medical.alsehha.gov.sa/check)
19:28:03	7294/7294	---M-Z	200	added ('OK')	application/javascript	etag:%22399c926990c0d61:0%22	https://medical.alsehha.gov.sa/js/check.js	C:/Users/abood/Desktop/TALAL%20pr/medical.alsehha.gov.sa/js/check.js	(from https://medical.alsehha.gov.sa/check)
